1.00000E-01	1.47416E-02
1.10452E+00	4.28133E-02
2.10905E+00	3.15269E-02
3.11357E+00	1.29148E-02
4.11809E+00	5.16019E-03
5.12261E+00	2.19114E-03
6.12714E+00	1.00786E-03
7.13166E+00	4.99955E-04
8.13618E+00	2.64421E-04
9.14070E+00	1.47480E-04
1.01452E+01	8.61916E-05
1.11497E+01	5.24963E-05
1.21543E+01	3.30670E-05
1.31588E+01	2.14544E-05
1.41633E+01	1.43079E-05
1.51678E+01	9.77546E-06
1.61724E+01	6.82355E-06
1.71769E+01	4.85190E-06
1.81814E+01	3.50917E-06
1.91859E+01	2.57742E-06
2.01905E+01	1.92055E-06
2.11950E+01	1.44961E-06
2.21995E+01	1.10692E-06
2.32040E+01	8.54238E-07
2.42085E+01	6.65489E-07
2.52131E+01	5.23110E-07
2.62176E+01	4.14649E-07
2.72221E+01	3.31207E-07
2.82266E+01	2.66510E-07
2.92312E+01	2.15951E-07
3.02357E+01	1.76164E-07
3.12402E+01	1.44581E-07
3.22447E+01	1.19338E-07
3.32492E+01	9.90292E-08
3.42538E+01	8.25886E-08
3.52583E+01	6.92018E-08
3.62628E+01	5.82440E-08
3.72673E+01	4.92275E-08
3.82719E+01	4.17730E-08
3.92764E+01	3.55826E-08
4.02809E+01	3.04193E-08
4.12854E+01	2.60948E-08
4.22899E+01	2.24591E-08
4.32945E+01	1.93911E-08
4.42990E+01	1.67930E-08
4.53035E+01	1.45854E-08
4.63080E+01	1.27034E-08
4.73126E+01	1.10916E-08
4.83171E+01	9.70904E-09
4.93216E+01	8.51427E-09
5.03261E+01	7.48804E-09
5.13307E+01	6.60033E-09
5.23352E+01	5.83047E-09
5.33397E+01	5.16118E-09
5.43442E+01	4.57781E-09
5.53487E+01	4.06823E-09
5.63533E+01	3.62211E-09
5.73578E+01	3.23093E-09
5.83623E+01	2.88692E-09
5.93668E+01	2.58405E-09
6.03714E+01	2.31661E-09
6.13759E+01	2.08024E-09
6.23804E+01	1.87077E-09
6.33849E+01	1.68490E-09
6.43894E+01	1.51961E-09
6.53940E+01	1.37240E-09
6.63985E+01	1.24114E-09
6.74030E+01	1.12391E-09
6.84075E+01	1.01904E-09
6.94121E+01	9.25064E-10
7.04166E+01	8.40798E-10
7.14211E+01	7.65085E-10
7.24256E+01	6.96994E-10
7.34302E+01	6.35658E-10
7.44347E+01	5.80359E-10
7.54392E+01	5.30427E-10
7.64437E+01	4.85255E-10
7.74482E+01	4.44378E-10
7.84528E+01	4.07304E-10
7.94573E+01	3.73701E-10
8.04618E+01	3.43181E-10
8.14663E+01	3.15449E-10
8.24709E+01	2.90225E-10
8.34754E+01	2.67242E-10
8.44799E+01	2.46278E-10
8.54844E+01	2.27147E-10
8.64889E+01	2.09678E-10
8.74935E+01	1.93695E-10
8.84980E+01	1.79068E-10
8.95025E+01	1.65673E-10
9.05070E+01	1.53387E-10
9.15116E+01	1.42113E-10
9.25161E+01	1.31761E-10
9.35206E+01	1.22246E-10
9.45251E+01	1.13492E-10
9.55296E+01	1.05437E-10
9.65342E+01	9.80150E-11
9.75387E+01	9.11760E-11
9.85432E+01	8.48655E-11
9.95477E+01	7.90400E-11
1.00552E+02	7.36582E-11
1.01557E+02	6.86833E-11
1.02561E+02	6.40811E-11
1.03566E+02	5.98208E-11
1.04570E+02	5.58745E-11
1.05575E+02	5.22171E-11
1.06579E+02	4.88237E-11
1.07584E+02	4.56723E-11
1.08588E+02	4.27467E-11
1.09593E+02	4.00286E-11
1.10597E+02	3.75020E-11
1.11602E+02	3.51520E-11
1.12607E+02	3.29649E-11
1.13611E+02	3.09284E-11
1.14616E+02	2.90310E-11
1.15620E+02	2.72625E-11
1.16625E+02	2.56132E-11
1.17629E+02	2.40743E-11
1.18634E+02	2.26374E-11
1.19638E+02	2.12954E-11
1.20643E+02	2.00414E-11
1.21647E+02	1.88690E-11
1.22652E+02	1.77724E-11
1.23656E+02	1.67463E-11
1.24661E+02	1.57857E-11
1.25665E+02	1.48859E-11
1.26670E+02	1.40429E-11
1.27674E+02	1.32526E-11
1.28679E+02	1.25114E-11
1.29683E+02	1.18160E-11
1.30688E+02	1.11632E-11
1.31692E+02	1.05504E-11
1.32697E+02	9.97505E-12
1.33702E+02	9.43430E-12
1.34706E+02	8.92626E-12
1.35711E+02	8.44839E-12
1.36715E+02	7.99875E-12
1.37720E+02	7.57551E-12
1.38724E+02	7.17695E-12
1.39729E+02	6.80154E-12
1.40733E+02	6.44777E-12
1.41738E+02	6.11429E-12
1.42742E+02	5.79982E-12
1.43747E+02	5.50316E-12
1.44751E+02	5.22318E-12
1.45756E+02	4.95893E-12
1.46760E+02	4.70971E-12
1.47765E+02	4.47427E-12
1.48769E+02	4.25177E-12
1.49774E+02	4.04147E-12
1.50778E+02	3.84263E-12
1.51783E+02	3.65455E-12
1.52787E+02	3.47660E-12
1.53792E+02	3.30818E-12
1.54796E+02	3.14872E-12
1.55801E+02	2.99770E-12
1.56806E+02	2.85458E-12
1.57810E+02	2.71897E-12
1.58815E+02	2.59142E-12
1.59819E+02	2.46944E-12
1.60824E+02	2.35390E-12
1.61828E+02	2.24434E-12
1.62833E+02	2.14040E-12
1.63837E+02	2.04176E-12
1.64842E+02	1.94812E-12
1.65846E+02	1.85921E-12
1.66851E+02	1.77475E-12
1.67855E+02	1.69451E-12
1.68860E+02	1.61825E-12
1.69864E+02	1.54576E-12
1.70869E+02	1.47683E-12
1.71873E+02	1.41128E-12
1.72878E+02	1.34893E-12
1.73882E+02	1.28960E-12
1.74887E+02	1.23313E-12
1.75891E+02	1.17939E-12
1.76896E+02	1.12822E-12
